url,type,archived_url
http://www.harley-davidson-dijon.com/component/adsmanager/1-/737-,defacement,http://web.archive.org/web/20130212110146/http://www.harley-davidson-dijon.com:80/component/adsmanager/1-/737-
http://www.aquamarinadivingtenerife.com/en/sites-of-interest.html,defacement,http://web.archive.org/web/20130314032009/http://www.aquamarinadivingtenerife.com:80/en/sites-of-interest.html
http://djkatrina.ru/sobytiya/meropriyatiya/klub-prime-otkryvaetsya-posle-remonta-i-razdaet-podarki.html,defacement,http://web.archive.org/web/20230605203617/http://djkatrina.ru/sobytiya/meropriyatiya/klub-prime-otkryvaetsya-posle-remonta-i-razdaet-podarki.html
http://apoiojur.com.br/index.php?%2FNoticias%2Fnoticias.html,defacement,http://web.archive.org/web/20181221035149/http://apoiojur.com.br/index.php?/Noticias/noticias.html
http://www.graz4u.at/de/produkte/187-high-level-e-mail-security.html,defacement,http://web.archive.org/web/20160821210603/http://www.graz4u.at/de/produkte/187-high-level-e-mail-security.html
muhanovabeauty.ru,phishing,http://web.archive.org/web/20181120170818/https://muhanovabeauty.ru/
http://www.smos.cn/Case.asp?id=14,defacement,http://web.archive.org/web/20140424135217/http://www.smos.cn:80/Case.asp?id=14
http://www.nissad.com/nissad-contact.html,defacement,http://web.archive.org/web/20170416133144/http://nissad.com/nissad-contact.html
titaniumcorporate.co.za,phishing,http://web.archive.org/web/20211225201910/http://titaniumcorporate.co.za/
http://rendeck.com/index.php/en/services/consultancy/joint-technology-selection,defacement,http://web.archive.org/web/20130121195833/http://www.rendeck.com/index.php/en/services/consultancy/joint-technology-selection
sydsarthaus.com,phishing,http://web.archive.org/web/20220526070427/http://sydsarthaus.com/
http://www.identcode.cz/cs/laserove-snimace-stacionarni.php,defacement,http://web.archive.org/web/20171011221058/http://www.identcode.cz:80/cs/laserove-snimace-stacionarni.php
http://www.cannonvaleautopro.com.au/tools.html,defacement,http://web.archive.org/web/20160227053221/http://cannonvaleautopro.com.au/tools.html
http://www.lescoulissesdetanger.com/galeriesmusees,defacement,http://web.archive.org/web/20161031135251/http://lescoulissesdetanger.com/galeriesmusees
http://onlineigri.net/all-games/igri-s-koli,defacement,http://web.archive.org/web/20230324020204/https://www.onlineigri.net/all-games/igri-s-koli
http://www.tvsk.com.au/index.php,defacement,http://web.archive.org/web/20130409064220/http://tvsk.com.au/index.php
http://apoiojur.com.br/index.php,defacement,http://web.archive.org/web/20110314130758/http://www.apoiojur.com.br:80/index.php
http://www.nephotography.com.au/galleries/index.php?do=registry,defacement,http://web.archive.org/web/20110224140841/http://www.nephotography.com.au/galleries/index.php?do=registry
http://www.tochnogopvakantie.nl/reizen/Nederland/Nederland/Kort+(tot+1+week).html,defacement,http://web.archive.org/web/20090330181441/http://www.tochnogopvakantie.nl:80/reizen/Nederland/Nederland/Kort%20(tot%201%20week).html
waterviewdistillery.com,phishing,http://web.archive.org/web/20230528115155/https://waterviewdistillery.com/
http://www.wxlottery.com/news/201212/285590.html,defacement,http://web.archive.org/web/20130127203539/http://www.wxlottery.com/news/201212/285590.html
http://www.enventureonline.com/services/enterprise-data-management/consulting-services.html,defacement,http://web.archive.org/web/20130530173737/http://www.enventureonline.com:80/services/enterprise-data-management/consulting-services.html
http://www.alorenademalaga.com/index.php/denominacion-de-origen/objetivos,defacement,http://web.archive.org/web/20150812095438/http://alorenademalaga.com/index.php/denominacion-de-origen/objetivos
prodenk-sanierung.de,phishing,http://web.archive.org/web/20230609222719/https://prodenk-sanierung.de/
diego-fc.com,phishing,http://web.archive.org/web/20190102183255/http://diego-fc.com/
http://www.ghostwriting.de/rueckruf,defacement,http://web.archive.org/web/20140915175135/http://www.ghostwriting.de:80/rueckruf
bursakombiservisi.web.tr,phishing,http://web.archive.org/web/20191219161057/http://bursakombiservisi.web.tr:80/
starpacintl.com,phishing,http://web.archive.org/web/20230214083243/https://www.starpacintl.com/
http://habbomoedasgeraa.blogspot.com/,phishing,http://web.archive.org/web/20190604064654/http://habbomoedasgeraa.blogspot.com/
http://www.dynamicstrategies.com.au/dynamic-strategies,defacement,http://web.archive.org/web/20150509140617/http://dynamicstrategies.com.au/dynamic-strategies
http://www.duplexindustrial.com.au/salla-max.html,defacement,http://web.archive.org/web/20230305113719/https://duplexindustrial.com.au/salla-max.html
sixgoody.com,phishing,http://web.archive.org/web/20180805010900/http://sixgoody.com/
http://www.gypsyspirit.eu/cz/vyhlaovatele-a-partnei,defacement,http://web.archive.org/web/20140820111046/http://www.gypsyspirit.eu:80/cz/vyhlaovatele-a-partnei
http://batutik.com.ua/produkcziya/batutinaduvnie/23-batut.html,defacement,http://web.archive.org/web/20130925090607/http://batutik.com.ua:80/produkcziya/batutinaduvnie/23-batut.html
http://www.mtb-bad-harzburg.de/index.php/bilder,defacement,http://web.archive.org/web/20130305162224/http://www.mtb-bad-harzburg.de:80/index.php/bilder
toctok.com.mx,phishing,http://web.archive.org/web/20221209073839/https://www.toctok.com.mx/
http://www.mbdalmezun.com/search.htm,defacement,http://web.archive.org/web/20121024104014/http://www.mbdalmezun.com:80/search.htm
http://www.prhelp.com.au/news-and-interesting-stuff/news/49-prhelp-now-on-msp,defacement,http://web.archive.org/web/20140303093625/http://www.prhelp.com.au/news-and-interesting-stuff/news/49-prhelp-now-on-msp
http://aksniwka.com/klub/stadion,defacement,http://web.archive.org/web/20130815184134/http://aksniwka.com/klub/stadion
http://practicaleyes.net/consulting/165-communications-consultancy.html,defacement,http://web.archive.org/web/20160630122018/http://practicaleyes.net/consulting/165-communications-consultancy.html
